,7870.8,-0.0,-0.0,2048.0,3980.3,3890.5
,7870.8,-0.0,-0.0,2048.0,3372.9,4497.9
,7870.8,-0.0,-0.0,2048.0,3080.3,4790.5
,7870.8,-0.0,-0.0,2048.0,3976.2,3894.6
,7870.8,-0.0,-0.0,2048.0,3976.2,3894.6
,7870.8,-0.0,-0.0,2048.0,3976.8,3894.0
,7870.8,-0.0,-0.0,2048.0,3976.6,3894.2
,7870.8,-0.0,-0.0,2048.0,3977.0,3893.8
,7870.8,-0.0,-0.0,2048.0,3956.6,3914.2
,7870.8,-0.0,-0.0,2048.0,3956.5,3914.3
,7870.8,-0.0,-0.0,2048.0,3955.6,3915.2
,7870.8,-0.0,-0.0,2048.0,3955.6,3915.2
,7870.8,-0.0,-0.0,2048.0,3955.6,3915.2
,7870.8,-0.0,-0.0,2048.0,3955.5,3915.3
,7870.8,-0.0,-0.0,2048.0,3955.9,3914.9
,7870.8,-0.0,-0.0,2048.0,3956.2,3914.6
,7870.8,-0.0,-0.0,2048.0,3955.9,3914.9
,7870.8,-0.0,-0.0,2048.0,3977.2,3893.6
,7870.8,-0.0,-0.0,2048.0,3975.4,3895.4
,7870.8,-0.0,-0.0,2048.0,3975.5,3895.3
,7870.8,-0.0,-0.0,2048.0,3954.0,3916.8
,7870.8,-0.0,-0.0,2048.0,3974.6,3896.2
,7870.8,-0.0,-0.0,2048.0,3951.9,3918.9
,7870.8,-0.0,-0.0,2048.0,3898.9,3971.9
,7870.8,-0.0,-0.0,2048.0,3898.7,3972.1
,7870.8,-0.0,-0.0,2048.0,3959.7,3911.1
,7870.8,-0.0,-0.0,2048.0,3960.8,3910.0
,7870.8,-0.0,-0.0,2048.0,3940.7,3930.1
,7870.8,-0.0,-0.0,2048.0,3940.4,3930.4
,7870.8,-0.0,-0.0,2048.0,3940.4,3930.4
